date,demand,day,month,year,dayofweek,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30
2023-02-12,88.53668376437233,12,2,2023,6,1,92.23625279755724,105.72507132746328,97.37939797840954,114.49216417328762,18.430314260251382,100.00532328306596,18.120212862352254
2023-02-13,109.07143367761664,13,2,2023,0,0,88.53668376437233,119.45104503605646,87.33803452306212,113.00936255065336,18.382336710008275,100.72976992155112,18.030539969660495
2023-02-14,122.835294798609,14,2,2023,1,0,109.07143367761664,129.76522643161135,82.09683275532808,112.01937231736733,17.49471931293801,102.08771865632714,18.112729297936635
2023-02-15,120.09696596287016,15,2,2023,2,0,122.835294798609,129.26147265840515,98.2304392560339,110.71015707514803,16.290848177781456,102.81660287988835,18.390003031843555
2023-02-16,110.91689690213296,16,2,2023,3,0,120.09696596287016,133.46256973944455,111.86092999607332,107.4893466698178,12.92352846393732,102.78513511009034,18.374794709124302
2023-02-17,93.42399583903811,17,2,2023,4,0,110.91689690213296,108.73189878556629,111.01856275994818,105.30250339174235,13.933889749585992,102.19864954606001,18.38372778934893
2023-02-18,73.23740085945272,18,2,2023,5,1,93.42399583903811,92.23625279755724,94.89172437321449,102.58838168629885,18.12364202137727,101.47683876226796,19.091986422663194
2023-02-19,76.99786053096283,19,2,2023,6,1,73.23740085945272,88.53668376437233,85.95855661711116,100.93997836724034,20.03830633524549,101.17814889272968,19.410574123842725
2023-02-20,85.16497565912104,20,2,2023,0,0,76.99786053096283,109.07143367761664,63.56732969459328,97.52477007888383,20.45436765142247,101.8980704248806,18.338428309088343
2023-02-21,106.23788372080544,21,2,2023,1,0,85.16497565912104,122.835294798609,69.12223372435452,95.15371135348333,17.82427739307396,103.13525875809563,17.271962621791424
2023-02-22,115.22034337116136,22,2,2023,2,0,106.23788372080544,120.09696596287016,88.67412696904248,94.45705098323921,16.749804017935094,104.02013263816626,17.185333537866548
2023-02-23,98.07929641288322,23,2,2023,3,0,115.22034337116136,110.91689690213296,105.46894361601032,92.62310805620352,15.286084715065156,103.77381106472869,17.21678133612647
2023-02-24,74.9362602379895,24,2,2023,4,0,98.07929641288322,93.42399583903811,112.38064306206172,89.98200297033944,16.66003915300931,102.52566497059294,17.91445183142125
2023-02-25,63.74973367038388,25,2,2023,5,1,74.9362602379895,73.23740085945272,94.36756234269866,88.62662194332961,18.530300753781855,101.50507068151578,19.21984407056973
2023-02-26,69.38686402954245,26,2,2023,6,1,63.74973367038388,76.99786053096283,86.89475484473947,87.539336728841,19.52305109686801,100.92147432100923,19.931408332286654
2023-02-27,99.11571466728094,27,2,2023,0,0,69.38686402954245,85.16497565912104,73.05353453474603,89.5322994442924,19.947718239494034,101.7902136587604,19.230514153857403
2023-02-28,107.85214369370476,28,2,2023,1,0,99.11571466728094,106.23788372080544,84.05257832999878,89.76290801184946,20.18100040011434,102.58353250421723,18.962585856878626
2023-03-01,122.53719259824533,1,3,2023,2,0,107.85214369370476,115.22034337116136,98.23398671536955,90.80817218714716,21.840563704568492,103.39363936697978,19.286722266449118
2023-03-02,121.40119345053938,2,3,2023,3,0,122.53719259824533,98.07929641288322,119.63565711724551,94.13987176395517,24.723212728208324,103.45249057808957,19.340610282807813
2023-03-03,108.45576613046016,3,3,2023,4,0,121.40119345053938,74.9362602379895,125.87690647725984,98.92837260573671,23.604665638089383,102.87178589986291,18.900628321399196
2023-03-04,97.87184105920076,4,3,2023,5,1,108.45576613046016,63.74973367038388,110.68332263955344,103.80295937556768,17.983000711990076,102.44473651385117,18.862741037693933
2023-03-05,99.36105816515492,5,3,2023,6,1,97.87184105920076,69.38686402954245,96.88551416501954,108.0849871092266,10.386228257956246,102.527254647189,18.84298719451091
2023-03-06,114.3353875510782,6,3,2023,0,0,99.36105816515492,99.11571466728094,92.69730343803788,110.25922609262622,9.770456113588256,103.24852411762367,18.867856262560583
2023-03-07,137.9337296454133,7,3,2023,1,0,114.3353875510782,107.85214369370476,105.72507132746328,114.55659551429888,14.163234621130075,104.32214606155534,19.901684448257527
2023-03-08,142.48556170514252,8,3,2023,2,0,137.9337296454133,122.53719259824533,119.45104503605646,117.40636252956988,17.621352142513416,105.08996328385821,20.92359720775683
2023-03-09,136.21996439309777,9,3,2023,3,0,142.48556170514252,121.40119345053938,129.76522643161135,119.52332980707823,19.016196586930366,105.30512121590776,21.217210201122363
2023-03-10,97.41589166237152,10,3,2023,4,0,136.21996439309777,108.45576613046016,129.26147265840515,117.94620488306556,20.487927299595796,104.24360184937332,20.769223517756885
2023-03-11,103.49843235119478,11,3,2023,5,1,97.41589166237152,97.87184105920076,133.46256973944455,118.75000363906472,19.662851570579754,103.24479726976499,20.022691950813883
2023-03-12,94.57182216696778,12,3,2023,6,1,103.49843235119478,99.36105816515492,108.73189878556629,118.06582706789513,20.514803439482208,102.7727947158117,20.055755229995533
2023-03-13,106.5097899133815,13,3,2023,0,0,94.57182216696778,114.3353875510782,92.23625279755724,116.94788454822415,20.960360240027672,103.24857928633918,19.9662832228392
2023-03-14,125.86531762298333,14,3,2023,1,0,106.5097899133815,137.9337296454133,88.53668376437233,115.22382568787702,19.383534567051132,104.49286708162622,20.17983880007916
2023-03-15,118.25751352251656,15,3,2023,2,0,125.86531762298333,142.48556170514252,109.07143367761664,111.76267594750189,15.472947265029328,104.79906974312287,20.32090849804346
2023-03-16,111.73836255054827,16,3,2023,3,0,118.25751352251656,136.21996439309777,122.835294798609,108.26530425570911,11.20039399734512,104.42917200152084,20.08085722825697
2023-03-17,81.27998626306079,17,3,2023,4,0,111.73836255054827,97.41589166237152,120.09696596287016,105.96017491295042,14.866042057378808,103.13527267819387,20.286026915604953
2023-03-18,77.18851205376697,18,3,2023,5,1,81.27998626306079,103.49843235119478,110.91689690213296,102.20161487046074,18.47907028145485,102.01099318324833,20.768779895807864
2023-03-19,72.80266716018167,19,3,2023,6,1,77.18851205376697,94.57182216696778,93.42399583903811,99.09173558377701,21.55319456728291,101.3236155606198,21.394600896626844
2023-03-20,88.8697935731697,20,3,2023,0,0,72.80266716018167,106.5097899133815,73.23740085945272,96.57173610660391,21.572547999743815,101.84469531774367,20.87091358368268
2023-03-21,110.42956628701104,21,3,2023,1,0,88.8697935731697,125.86531762298333,76.99786053096283,94.36662877289356,18.673229563501945,102.95908550961195,20.385369014915792
2023-03-22,108.54040556407348,22,3,2023,2,0,110.42956628701104,118.25751352251656,85.16497565912104,92.97847049311599,16.875868888869466,103.73826650644371,20.126875088280947
2023-03-23,93.8697026651376,23,3,2023,3,0,108.54040556407348,111.73836255054827,106.23788372080544,90.42580479520018,14.78748194784243,103.32599380458811,20.200446671750978
2023-03-24,83.10039647801548,24,3,2023,4,0,93.8697026651376,81.27998626306079,115.22034337116136,90.68586339733656,14.614832255859303,102.25532890814992,20.398523325865316
2023-03-25,75.82826368729322,25,3,2023,5,1,83.10039647801548,77.18851205376697,98.07929641288322,90.49154220212601,14.83164062606919,101.51362781729692,20.95260643480324
2023-03-26,74.73133628889258,26,3,2023,6,1,75.82826368729322,72.80266716018167,74.9362602379895,90.76706636337043,14.461568478783041,101.5067970189937,20.96160122224613
2023-03-27,103.33132422155336,27,3,2023,0,0,74.73133628889258,88.8697935731697,63.74973367038388,92.83299931313954,15.161388217085497,102.82618337069933,19.711525339133335
2023-03-28,115.63490731965916,28,3,2023,1,0,103.33132422155336,110.42956628701104,69.38686402954245,93.57661946066071,16.25639976040368,104.36778481370324,18.793214095915147
2023-03-29,126.76175560900012,29,3,2023,2,0,115.63490731965916,108.54040556407348,99.11571466728094,96.17966946707877,20.064605986263732,105.28931951176052,19.20020733253552
2023-03-30,113.76085581361608,30,3,2023,3,0,126.76175560900012,93.8697026651376,107.85214369370476,99.02126277400428,21.066442823346325,105.48627658242425,19.25762364368597
2023-03-31,101.34370416640736,31,3,2023,4,0,113.76085581361608,83.10039647801548,122.53719259824533,101.6274495866317,19.862629743088426,104.77982696802965,18.997532526862486
2023-04-01,86.5525668744843,1,4,2023,5,1,101.34370416640736,75.82826368729322,121.40119345053938,103.15949289908755,17.852956620701132,103.61820608216115,19.01157842806182
2023-04-02,108.12862979974386,2,4,2023,6,1,86.5525668744843,74.73133628889258,108.45576613046016,107.93053482920917,12.711941277100218,103.60730153780393,19.00880166648999
2023-04-03,115.04077989165276,3,4,2023,0,0,108.12862979974386,103.33132422155336,97.87184105920076,109.60331421065196,12.776124978622153,104.17959949888566,19.088455488142554
2023-04-04,130.6026812749766,4,4,2023,1,0,115.04077989165276,115.63490731965916,99.36105816515492,111.74156763284016,15.010910613080535,105.22098693587972,19.66015674237201
2023-04-05,141.3675587460909,5,4,2023,2,0,130.6026812749766,126.76175560900012,114.3353875510782,113.82811093813883,18.13643793790276,106.1220593090468,20.685056694603862
2023-04-06,130.58238083103177,6,4,2023,3,0,141.3675587460909,113.76085581361608,137.9337296454133,116.2311859406268,19.208765085117786,105.87701434856743,20.33580085134371
2023-04-07,116.54940728911056,7,4,2023,4,0,130.58238083103177,101.34370416640736,142.48556170514252,118.4034292438701,18.07066499902056,105.01247586803304,19.248009766967353
2023-04-08,92.76531496693596,8,4,2023,5,1,116.54940728911056,86.5525668744843,136.21996439309777,119.2909646856489,16.312648655371923,103.56398755382764,18.43650106857222
2023-04-09,108.74724204895487,9,4,2023,6,1,92.76531496693596,108.12862979974386,97.41589166237152,119.37933786410761,16.2436281616587,103.9416992333804,18.422268794509012
2023-04-10,128.90517153831004,10,4,2023,0,0,108.74724204895487,115.04077989165276,103.49843235119478,121.35996524220153,16.470129342528065,104.7885905396176,18.9768292072108
2023-04-11,136.1650695342419,11,4,2023,1,0,128.90517153831004,130.6026812749766,94.57182216696778,122.15459213638228,17.112053517363194,106.17503211852673,19.709892340892573
2023-04-12,136.03506198316776,12,4,2023,2,0,136.1650695342419,141.3675587460909,106.5097899133815,121.39280688453614,16.20905813282006,107.15920785418626,20.450416985019377
2023-04-13,126.96474363225823,13,4,2023,3,0,136.03506198316776,130.58238083103177,125.86531762298333,120.87600157042561,15.922363669759665,107.19585538782876,20.486048662692916
2023-04-14,106.44364826259536,14,4,2023,4,0,126.96474363225823,116.54940728911056,118.25751352251656,119.43232170949489,16.813258221482158,106.80205987916472,20.379351274138912
2023-04-15,91.63292736194414,15,4,2023,5,1,106.44364826259536,92.76531496693596,111.73836255054827,119.2705520516389,17.11533329922304,106.13187870621125,20.541364496036408
2023-04-16,81.06871759576887,16,4,2023,6,1,91.63292736194414,108.74724204895487,81.27998626306079,115.31647712975519,22.34876934205764,106.12483641730152,20.55021268825149
2023-04-17,99.1817931963298,17,4,2023,0,0,81.06871759576887,128.90517153831004,77.18851205376697,111.070280223758,22.159531581157548,106.8579457887203,19.863150343444016
2023-04-18,110.67869032349849,18,4,2023,1,0,99.1817931963298,136.1650695342419,72.80266716018167,107.42936890793752,19.252187256788208,108.12047989416418,18.799132244034205
2023-04-19,114.12333468228228,19,4,2023,2,0,110.67869032349849,136.03506198316776,88.8697935731697,104.29912215066817,15.175718945993308,108.96226459780128,18.469920670713922
2023-04-20,104.74688236206958,20,4,2023,3,0,114.12333468228228,126.96474363225823,110.42956628701104,101.12514196921265,11.530869538482113,108.77284180030321,18.48348858804873
2023-04-21,88.67379276681474,21,4,2023,4,0,104.74688236206958,106.44364826259536,108.54040556407348,98.58659118410112,12.106510789847313,108.11062137372794,18.844465783954895
2023-04-22,79.91863966664033,22,4,2023,5,1,88.67379276681474,91.63292736194414,93.8697026651376,96.91312151334344,13.904082668783571,107.64558594044469,19.372749398164647
2023-04-23,79.29042178246443,23,4,2023,6,1,79.91863966664033,81.06871759576887,83.10039647801548,96.65907925429995,14.253676351372285,107.51858678392631,19.55087466354995
2023-04-24,87.69717951000749,24,4,2023,0,0,79.29042178246443,99.1817931963298,75.82826368729322,95.01842015625391,14.572307999761307,107.91421731135011,18.999800548960415
2023-04-25,103.42853220270143,25,4,2023,1,0,87.69717951000749,110.67869032349849,74.73133628889258,93.98268328185432,13.491291199950789,108.87079050847709,17.96581717443122
2023-04-26,116.81013956565803,26,4,2023,2,0,103.42853220270143,114.12333468228228,103.33132422155336,94.36651255090801,14.180416523338039,109.32008435328058,17.991030948921026
2023-04-27,105.05313472965344,27,4,2023,3,0,116.81013956565803,104.74688236206958,115.63490731965916,94.41026288913427,14.218202501150099,108.96735860028039,17.966670339764065
2023-04-28,97.9652990020736,28,4,2023,4,0,105.05313472965344,88.67379276681474,126.76175560900012,95.73762092274266,14.025819827711866,108.00747671338284,17.751153049707167
2023-04-29,89.01635294477954,29,4,2023,5,1,97.9652990020736,79.91863966664033,113.76085581361608,97.03729424819115,12.671838534174329,107.18265995108828,18.047018412079602
2023-04-30,89.17203795244804,30,4,2023,6,1,89.01635294477954,79.29042178246443,101.34370416640736,98.44895370104594,10.77353430421227,106.77693774395631,18.317602348611537
2023-05-01,113.79762047628694,1,5,2023,0,0,89.17203795244804,87.69717951000749,86.5525668744843,102.17758812480015,10.947421075946817,107.68510619734973,17.95206628105641
2023-05-02,126.8848051091584,2,5,2023,1,0,113.79762047628694,103.42853220270143,108.12862979974386,105.528484254294,14.43005165858181,108.31031204099689,18.29144239682452
2023-05-03,140.31285661782871,3,5,2023,2,0,126.8848051091584,116.81013956565803,115.04077989165276,108.88601526174695,19.37835587330443,109.15271459853606,19.172810744572885
2023-05-04,133.71294751052508,4,5,2023,3,0,140.31285661782871,105.05313472965344,130.6026812749766,112.9802742304429,21.359888242168175,109.25639013972103,19.3007816487282
2023-05-05,108.15767891923996,5,5,2023,4,0,133.71294751052508,97.9652990020736,141.3675587460909,114.43632850432381,20.4956753177964,108.14939414549266,18.32315456996193
2023-05-06,107.1128819476088,6,5,2023,5,1,108.15767891923996,89.01635294477954,130.58238083103177,117.02154693329942,17.70645114140512,107.36707751604523,17.826633208622656
2023-05-07,105.34275997085444,7,5,2023,6,1,107.1128819476088,89.17203795244804,116.54940728911056,119.33165007878605,14.168941096508382,106.9935226054367,17.744812819927397
2023-05-08,125.9901190801282,8,5,2023,0,0,105.34275997085444,113.79762047628694,92.76531496693596,121.07343559362052,14.12460240809533,108.10101607587643,17.86260359620498
2023-05-09,140.73736620518898,9,5,2023,1,0,125.9901190801282,126.8848051091584,108.74724204895487,123.05237289305344,15.929590707890583,109.1673535477509,18.831106953249183
2023-05-10,141.4866415479437,10,5,2023,2,0,140.73736620518898,140.31285661782871,128.90517153831004,123.22005645449846,16.146270460571117,109.58673588140535,19.416830199609986
2023-05-11,129.81387545661363,11,5,2023,3,0,141.4866415479437,133.71294751052508,136.1650695342419,122.66304616108253,15.787221424122745,109.37502941215106,19.149835978206216
2023-05-12,112.72069786659657,12,5,2023,4,0,129.81387545661363,108.15767891923996,136.03506198316776,123.3149060107049,15.170631297065293,108.59788394159871,18.492391566879643
2023-05-13,94.4943616616164,13,5,2023,5,1,112.72069786659657,107.1128819476088,126.96474363225823,121.51226025556312,17.917681186079378,107.51553787591065,18.329843242599186
2023-05-14,91.6740653889409,14,5,2023,6,1,94.4943616616164,105.34275997085444,106.44364826259536,119.55958960100405,20.52816954480269,107.02321844678885,18.556570911909528
2023-05-15,110.5182126997693,15,5,2023,0,0,91.6740653889409,125.9901190801282,91.63292736194414,117.34931726095279,20.553313314925294,107.65272795804967,18.335483645259853
2023-05-16,129.39163040913283,16,5,2023,1,0,110.5182126997693,140.73736620518898,81.06871759576887,115.72849786151619,18.771695062827185,109.26349171849513,18.039747619171845
2023-05-17,118.59056978814228,17,5,2023,2,0,129.39163040913283,141.4866415479437,99.1817931963298,112.45763046725884,15.188146080400132,109.91045093822221,18.01372980582889
2023-05-18,107.05437880950028,18,5,2023,3,0,118.59056978814228,129.81387545661363,110.67869032349849,109.20627380338551,13.15317031120895,109.78964055442228,18.020551950855705
2023-05-19,88.63111984429648,19,5,2023,4,0,107.05437880950028,112.72069786659657,114.12333468228228,105.76490551448549,15.089289852183347,108.93990005982275,18.40606048279535
2023-05-20,78.97403740950182,20,5,2023,5,1,88.63111984429648,94.4943616616164,104.74688236206958,103.547716335612,17.899878815018116,108.08080522807049,19.193155228792506
2023-05-21,80.18182459939783,21,5,2023,6,1,78.97403740950182,91.6740653889409,88.67379276681474,101.90596765139155,19.615248779899638,107.79773962248991,19.54857453555741
2023-05-22,96.91494726939838,22,5,2023,0,0,80.18182459939783,110.5182126997693,79.91863966664033,99.96264401848141,19.29098183378569,108.36428320924853,18.94985945792338
2023-05-23,107.65605865059196,23,5,2023,1,0,96.91494726939838,129.39163040913283,79.29042178246443,96.85756233868985,15.047062524636265,109.30980443818612,18.139507162360857
2023-05-24,120.28044934289557,24,5,2023,2,0,107.65605865059196,118.59056978814228,87.69717951000749,97.09897370365461,15.461697892996607,110.39591343261573,17.772577087509493
2023-05-25,101.54904295282446,25,5,2023,3,0,120.28044934289557,107.05437880950028,103.42853220270143,96.31249715270094,15.004153971207897,110.33326379095315,17.80127403457577
2023-05-26,89.716993180969,26,5,2023,4,0,101.54904295282446,88.63111984429648,116.81013956565803,96.46762191508273,14.91686119683592,109.43015891146352,18.14528351535916
2023-05-27,79.81303226123401,27,5,2023,5,1,89.716993180969,78.97403740950182,105.05313472965344,96.58747832247302,14.755370697757547,108.5888221625162,18.923683871061108
2023-05-28,87.67202922367888,28,5,2023,6,1,79.81303226123401,80.18182459939783,97.9652990020736,97.65750755451317,13.593201776496276,108.24571316990304,19.2140302503551
2023-05-29,111.11071819918584,29,5,2023,0,0,87.67202922367888,96.91494726939838,89.01635294477954,99.68547483019711,14.49310025031131,108.98219201171658,18.87194389234832
2023-05-30,120.77389490144893,30,5,2023,1,0,111.11071819918584,107.65605865059196,89.17203795244804,101.55945143746239,16.41599050511949,110.03558724334995,18.608183711112883
2023-05-31,132.64303882415817,31,5,2023,2,0,120.77389490144893,120.28044934289557,113.79762047628694,103.32553564907133,19.195436670116422,110.66376785494566,19.052356335651538
2023-06-01,129.66947798419028,1,6,2023,3,0,132.64303882415817,101.54904295282446,126.8848051091584,107.34274065355216,21.55872040443179,110.75659028411339,19.140688439400872
2023-06-02,104.08812668199631,2,6,2023,4,0,129.66947798419028,89.716993180969,140.31285661782871,109.39575972512749,20.244718981492415,109.54909928625231,18.337607067612115
2023-06-03,93.18293302889612,3,6,2023,5,1,104.08812668199631,79.81303226123401,133.71294751052508,111.30574554907922,17.42255982044907,108.19809880353134,17.985598572043752
2023-06-04,105.60624044666407,4,6,2023,6,1,93.18293302889612,87.67202922367888,108.15767891923996,113.86777572379138,14.429468487166428,108.11305085444548,17.991827670871775
2023-06-05,121.2276929941138,5,6,2023,0,0,105.60624044666407,111.11071819918584,107.1128819476088,115.31305783735252,14.61279404181101,108.58354455599563,18.148641628778837
2023-06-06,137.21942312993144,6,6,2023,1,0,121.2276929941138,120.77389490144893,105.34275997085444,117.66241901285002,16.796002062053738,109.64609999463156,18.871126212480913
2023-06-07,151.21616245986183,7,6,2023,2,0,137.21942312993144,132.64303882415817,125.9901190801282,120.31572238937913,20.59445196055121,110.48696810728934,20.143617188188035
2023-06-08,134.59071031200116,8,6,2023,3,0,151.21616245986183,129.66947798419028,140.73736620518898,121.0187555790664,21.04602676728493,110.28207957751641,19.854503973696602
2023-06-09,110.72069898551771,9,6,2023,4,0,134.59071031200116,104.08812668199631,141.4866415479437,121.96626590814087,20.29257171201386,109.25654815876888,18.96162619580906
2023-06-10,105.2098538498226,10,6,2023,5,1,110.72069898551771,93.18293302889612,129.81387545661363,123.68439745398753,17.806197710779724,108.43641410520918,18.569857115045785
2023-06-11,103.84513474019538,11,6,2023,6,1,105.2098538498226,105.60624044666407,112.72069786659657,123.43281092449199,18.113979754437004,108.1405620009958,18.56994894405156
2023-06-12,120.7787289687174,12,6,2023,0,0,103.84513474019538,121.2276929941138,94.4943616616164,123.36867320657822,18.123881049037667,109.01670757789915,18.523910604293146
2023-06-13,127.1273486733702,13,6,2023,1,0,120.7787289687174,137.21942312993144,91.6740653889409,121.92694828421233,17.217165650599,110.19848368738013,18.510251491245942
2023-06-14,136.30215356876886,14,6,2023,2,0,127.1273486733702,151.21616245986183,110.5182126997693,119.79637558548475,13.512943412491131,111.05794838301345,19.11434906533251
2023-06-15,121.5899071743361,15,6,2023,3,0,136.30215356876886,134.59071031200116,129.39163040913283,117.93911799438976,11.942894772327746,110.79789094185358,18.90827334767011
2023-06-16,93.44359283168706,16,6,2023,4,0,121.5899071743361,110.72069898551771,118.59056978814228,115.47095997241392,15.061424042434854,109.9596583766384,19.107254474467474
2023-06-17,80.98613890868566,17,6,2023,5,1,93.44359283168706,105.2098538498226,107.05437880950028,112.01042926653723,19.83752605833311,109.09071704661123,19.823271279984066
2023-06-18,87.10268170533264,18,6,2023,6,1,80.98613890868566,103.84513474019538,88.63111984429648,109.61865026155684,21.88928294432536,109.03976910864579,19.879552094336958
2023-06-19,103.95981516427072,19,6,2023,0,0,87.10268170533264,120.7787289687174,78.97403740950182,107.21594828949303,21.377201514084806,109.87262836713808,19.083978860968266
2023-06-20,118.27373337736309,20,6,2023,1,0,103.95981516427072,127.1273486733702,80.18182459939783,105.95114610434916,20.234134283731134,111.14235865973693,18.291148709568276
2023-06-21,117.407713710164,21,6,2023,2,0,118.27373337736309,136.30215356876886,96.91494726939838,103.25194041026275,16.4092984250841,111.82545087442912,18.123384115533018
2023-06-22,105.94723149423162,22,6,2023,3,0,117.407713710164,121.5899071743361,107.65605865059196,101.01727245596211,14.443094265345966,111.7684899692171,18.139618288003195
2023-06-23,89.8285903436084,23,6,2023,4,0,105.94723149423162,93.44359283168706,120.28044934289557,100.50084352909373,14.818777076458415,110.75342800257418,18.495406714695616
2023-06-24,83.6344363455009,24,6,2023,5,1,89.8285903436084,80.98613890868566,101.54904295282446,100.87917173435305,14.260826258760567,110.15627444899674,19.082708592962728
2023-06-25,82.64649740262392,25,6,2023,6,1,83.6344363455009,87.10268170533264,89.716993180969,100.24257397682324,15.055613196458657,109.92059125638524,19.385117351706267
2023-06-26,98.67500551554632,26,6,2023,0,0,82.64649740262392,103.95981516427072,79.81303226123401,99.48760116986261,14.970406549749315,110.54932369819565,18.667544602358042
2023-06-27,121.31262723285532,27,6,2023,1,0,98.67500551554632,118.27373337736309,87.67202922367888,99.92172886350436,15.635281496989327,111.6706769651682,18.25168346413533
2023-06-28,133.12042429084522,28,6,2023,2,0,121.31262723285532,117.407713710164,111.11071819918584,102.16640180360166,19.269561406115262,112.40433383489018,18.666053517304892
2023-06-29,119.1342306615523,29,6,2023,3,0,133.12042429084522,105.94723149423162,120.77389490144893,104.05025882750462,20.3169309636974,112.34967836022696,18.64308821320889
2023-06-30,108.14527772699526,30,6,2023,4,0,119.1342306615523,89.8285903436084,132.64303882415817,106.66692845370275,19.33585059112797,111.53308632365487,18.25606109533266
2023-07-01,90.7934187686543,1,7,2023,5,1,108.14527772699526,83.6344363455009,129.66947798419028,107.68964022843895,18.061938572046106,110.23721768313699,18.304000011870706
2023-07-02,100.92168832501548,2,7,2023,6,1,90.7934187686543,82.64649740262392,104.08812668199631,110.3003817887806,14.879158353161994,110.1316697379043,18.349753012170126
2023-07-03,113.33620073485336,3,7,2023,0,0,100.92168832501548,98.67500551554632,93.18293302889612,112.3948382486816,13.974355727146143,110.80344532810288,18.074711331880316
2023-07-04,140.13774650677132,4,7,2023,1,0,113.33620073485336,121.31262723285532,105.60624044666407,115.08414100209816,17.37436454994701,111.95449553010644,18.816631759337252
2023-07-05,137.2614867533365,5,7,2023,2,0,140.13774650677132,133.12042429084522,121.2276929941138,115.67572135388265,18.14427659803702,112.48895532208054,19.310338027825424
2023-07-06,128.42748231505675,6,7,2023,3,0,137.2614867533365,119.1342306615523,137.21942312993144,117.00332873295471,18.768754936087113,112.19589062825138,18.98606520309144
2023-07-07,124.7801102800642,7,7,2023,4,0,128.42748231505675,108.14527772699526,151.21616245986183,119.37973338339313,18.51161410787957,111.31468888892479,17.68121442257552
2023-07-08,115.87543957825528,8,7,2023,5,1,124.7801102800642,90.7934187686543,134.59071031200116,122.96287921333614,13.912280515331963,110.69084653113326,17.153954862380616
2023-07-09,116.45840631044597,9,7,2023,6,1,115.87543957825528,100.92168832501548,110.72069898551771,125.1824103541119,10.671762876852828,110.88210344196422,17.186254866404994
2023-07-10,132.6221244175711,10,7,2023,0,0,116.45840631044597,113.33620073485336,105.2098538498226,127.93754230878588,9.53240557071516,111.79584579422249,17.59805992211956
2023-07-11,140.18290982788727,11,7,2023,1,0,132.6221244175711,140.13774650677132,103.84513474019538,127.94399421180243,9.5420498112614,113.00710496381221,18.269681699435633
2023-07-12,139.34996312146126,12,7,2023,2,0,140.18290982788727,137.2614867533365,120.7787289687174,128.2423479786774,9.907586674855658,113.62614610223702,18.847581470082606
2023-07-13,130.07222061290722,13,7,2023,3,0,139.34996312146126,128.42748231505675,127.1273486733702,128.47731059265604,9.932181276402208,113.72430850022157,18.927821441504673
2023-07-14,104.33104165597052,14,7,2023,4,0,130.07222061290722,124.7801102800642,136.30215356876886,125.55601507492837,13.549443963633873,112.65860476979496,18.508164975416385
2023-07-15,93.62891426454274,15,7,2023,5,1,104.33104165597052,115.87543957825528,121.5899071743361,122.3779400301123,18.057545457131766,111.72657167280185,18.745402506902007
2023-07-16,95.2835134806213,16,7,2023,6,1,93.62891426454274,116.45840631044597,93.44359283168706,119.35295534013734,20.78245667056589,111.78790236109967,18.686439249594
2023-07-17,119.9212512671926,17,7,2023,0,0,95.2835134806213,132.6221244175711,80.98613890868566,117.53854489008327,19.96943725993138,113.08573943971656,17.804666807062645
2023-07-18,120.0225425946437,18,7,2023,1,0,119.9212512671926,140.18290982788727,87.10268170533264,114.65849242819134,17.454753950080352,114.18306813602693,17.150504852280207
